AQSID,DataSource,GMTOffset,LocalTimeString,OZONE,OZONE_AQI,OZONE_AQI_LABEL,OZONE_AQI_SORT,OZONE_Measured,OZONE_Unit,SiteName,Status,ValidTime,ObjectId,MonitorType,x,y
840060299999,Forest Service,-8,2024-10-24 14:00:00 GMT-8,55,47,47,47,1,PPB,Kernville,Active,1729807200000,628393559,Permanent,-13182175.801012473,4266961.905901001
470259991,EPA Office of Atmospheric Protection,-5,2024-10-24 17:00:00 GMT-5,49,42,42,42,1,PPB,Speedwell,Active,1729807200000,628393560,Permanent,-9331912.913200123,4365486.863081371
060611004,Placer County APCD,-8,2024-10-24 14:00:00 GMT-8,43,36,36,36,1,PPB,Tahoe City,Active,1729807200000,628393561,Permanent,-13374903.235422866,4745477.618705007
800020012,Baja California,-8,2024-10-24 14:00:00 GMT-8,,,ND,-999,1,,Universidad Autonoma de Baja California,Active,1729807200000,628393562,Permanent,-12851490.121661974,3846189.2591709634
CC0090227,Alberta Environmental Monitoring and Reporting Agency (AEMERA),-7,2024-10-24 15:00:00 GMT-7,,,ND,-999,1,,Calgary Central,Active,1729807200000,628393565,Permanent,-12698526.009362938,6629558.573046458
360050133,New York Dept. of Environmental Conservation,-5,2024-10-24 17:00:00 GMT-5,28,19,19,19,1,PPB,Pfizer Lab,Active,1729807200000,628393569,Permanent,-8224083.604723624,4992891.14699503
060719004,South Coast AQMD,-8,2024-10-24 14:00:00 GMT-8,71,77,77,77,1,PPB,San Bernadino - 4th Street,Active,1729807200000,628393572,Permanent,-13054888.976418283,4043135.285577818
550410007,Wisconsin Dept. of Natural Resources,-6,2024-10-24 16:00:00 GMT-6,41,38,38,38,1,PPB,POTAWATOMI,Active,1729807200000,628393575,Permanent,-9886283.977350626,5710737.194353155
840060793003,San Luis Obispo County APCD,-8,2024-10-24 14:00:00 GMT-8,40,38,38,38,1,PPB,Morro Bay,Active,1729807200000,628393579,Permanent,-13451493.160158966,4213128.864089596
370510010,North Carolina DEQ - Division of Air Quality,-5,2024-10-24 17:00:00 GMT-5,53,42,42,42,1,PPB,Honeycutt,Active,1729807200000,628393581,Permanent,-8793342.64889231,4164179.711596852
000064001,Canadian Air and Precipitation Monitoring Network,-6,2024-10-24 16:00:00 GMT-6,26,24,24,24,1,PPB,Experimental Lakes,Active,1729807200000,628393584,Permanent,-10432985.128585473,6388271.425372533
061112002,Ventura County APCD,-8,2024-10-24 14:00:00 GMT-8,74,87,87,87,1,PPB,Simi Valley - Cochran Street,Active,1729807200000,628393585,Permanent,-13211807.936266735,4065965.6737431083
261630001,"Michigan Department of Environment, Great Lakes, and Energy",-5,2024-10-24 17:00:00 GMT-5,26,25,25,25,1,PPB,ALLEN PARK,Active,1729807200000,628393588,Permanent,-9262805.773315659,5195239.262031242
060690002,Monterey Bay Unified APCD,-8,2024-10-24 14:00:00 GMT-8,49,44,44,44,1,PPB,Hollister AMS,Active,1729807200000,628393591,Permanent,-13509967.173602344,4417304.664918316
800150021,Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico,-6,2024-10-24 16:00:00 GMT-6,,,ND,-999,1,,Acolman,Active,1729807200000,628393595,Permanent,-11010833.473344276,2229900.521982535
390030009,Ohio EPA-DAPC,-5,2024-10-24 17:00:00 GMT-5,36,29,29,29,1,PPB,Lima,Active,1729807200000,628393598,Permanent,-9356837.347188737,4978622.6686792355
840060472024,San Joaquin Valley Unified APCD,-8,2024-10-24 14:00:00 GMT-8,50,42,42,42,1,PPB,Merced-Vierra,Active,1729807200000,628393600,Permanent,-13406175.106776513,4479568.725201472
000082001,Canadian Air and Precipitation Monitoring Network,-6,2024-10-24 16:00:00 GMT-6,32,27,27,27,1,PPB,Pinehouse Lake,Active,1729807200000,628393605,Permanent,-11880201.96100778,7460171.435548355
325100020,Nevada Division of Environmental Protection,-8,2024-10-24 14:00:00 GMT-8,45,41,41,41,1,PPB,CC_Armory,Active,1729807200000,628393607,Permanent,-13332335.664018936,4742434.779184124
171670014,Illinois EPA,-6,2024-10-24 16:00:00 GMT-6,44,37,37,37,1,PPB,SPFD_IB,Active,1729807200000,628393609,Permanent,-9978781.902599046,4841489.924853478
420170012,Pennsylvania Dept. of Environmental Protection,-5,2024-10-24 17:00:00 GMT-5,37,27,27,27,1,PPB,Bristol,Active,1729807200000,628393611,Permanent,-8335848.596119052,4881532.687166155
420810100,Pennsylvania Dept. of Environmental Protection,-5,2024-10-24 17:00:00 GMT-5,38,31,31,31,1,PPB,Montoursville,Active,1729807200000,628393614,Permanent,-8563129.377832696,5049405.28557093
840490352005,Utah Department of Environmental Quality,-7,2024-10-24 15:00:00 GMT-7,49,44,44,44,1,PPB,Copper View,Active,1729807200000,628393615,Permanent,-12456001.693177516,4953234.574120449
124000050902,Canada-Quebec1,-5,2024-10-24 17:00:00 GMT-5,27,24,24,24,1,PPB,Saguenay - Parc Powell,Active,1729807200000,628393618,Permanent,-7924277.952119179,6179391.608922458
510870014,Virginia Dept. of Environmental Quality,-5,2024-10-24 17:00:00 GMT-5,41,29,29,29,1,PPB,MATH & SCIENCE CTR,Active,1729807200000,628393619,Permanent,-8616158.643661888,4516965.009492881
540610003,West Virginia Division of Air Quality - Wheeling,-5,2024-10-24 17:00:00 GMT-5,34,29,29,29,1,PPB,MORGANTOWN,Active,1729807200000,628393622,Permanent,-8896775.821679825,4815051.646175506
000050113,Canada-Quebec1,-5,2024-10-24 17:00:00 GMT-5,24,23,23,23,1,PPB,Laval - Chomedey,Active,1729807200000,628393623,Permanent,-8209500.751429705,5708082.25394265
484910690,Capital Area Council of Governments,-6,2024-10-24 16:00:00 GMT-6,,,ND,-999,1,,Lake Georgetown C690,Active,1729807200000,628393626,Permanent,-10879765.01432835,3589514.1744832736
280330002,Mississippi DEQ,-6,2024-10-24 16:00:00 GMT-6,58,46,46,46,1,PPB,HERNANDO,Active,1729807200000,628393633,Permanent,-10017394.06985611,4139532.522208077
211130001,Kentucky DEP,-5,2024-10-24 17:00:00 GMT-5,44,34,34,34,1,PPB,NICHVILL,Active,1729807200000,628393636,Permanent,-9416426.670610378,4564363.6275219275
220190009,Louisiana Department of Environmental Quality,-6,2024-10-24 16:00:00 GMT-6,45,37,37,37,1,PPB,Vinton,Active,1729807200000,628393637,Permanent,-10417244.552587302,3532865.1457594796
550030010,Wisconsin Dept. of Natural Resources,-6,2024-10-24 16:00:00 GMT-6,38,32,32,32,1,PPB,Bad River Tribal School,Active,1729807200000,628393640,Permanent,-10096521.967662802,5879359.899264375
CC0090302,Alberta Environmental Monitoring and Reporting Agency (AEMERA),-7,2024-10-24 15:00:00 GMT-7,34,26,26,26,1,PPB,RED DEER RIVERSIDE DRIVE,Active,1729807200000,628393644,Permanent,-12667512.39922793,6854351.896417095
390250022,Ohio EPA-DAPC,-5,2024-10-24 17:00:00 GMT-5,36,30,30,30,1,PPB,Batavia,Active,1729807200000,628393647,Permanent,-9366878.36525829,4733538.9114629
170314201,Illinois EPA,-6,2024-10-24 16:00:00 GMT-6,38,29,29,29,1,PPB,NORTHBRK,Active,1729807200000,628393648,Permanent,-9773784.499954944,5182063.965388963
800150951,Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico,-6,2024-10-24 16:00:00 GMT-6,,,ND,-999,1,,Cuautitilán,Active,1729807200000,628393650,Permanent,-11042737.639405627,2240138.7527677203
480290059,Texas Commission on Environmental Quality,-6,2024-10-24 16:00:00 GMT-6,43,34,34,34,1,PPB,Calaveras Lake C59,Active,1729807200000,628393651,Permanent,-10944008.271701584,3410732.3088874393
483091037,Texas Commission on Environmental Quality,-6,2024-10-24 16:00:00 GMT-6,46,42,42,42,1,PPB,Waco C1037,Active,1729807200000,628393652,Permanent,-10805849.762997542,3717860.2562049376
390170018,Ohio EPA-DAPC,-5,2024-10-24 17:00:00 GMT-5,34,27,27,27,1,PPB,Middletown Airport,Active,1729807200000,628393657,Permanent,-9394626.306811387,4797801.478893285
530530012,Washington Department of Ecology,-8,2024-10-24 14:00:00 GMT-8,38,33,33,33,1,PPB,Mt Rainier- Jackson  Visitor Ctr,Active,1729807200000,628393661,Permanent,-13552068.538978834,5906904.623838334
320312009,Northern Nevada Public Health Air Quality Management Division,-8,2024-10-24 14:00:00 GMT-8,48,42,42,42,1,PPB,Lemmon Valley,Active,1729807200000,628393664,Permanent,-13340533.453959934,4814529.593717795
371070004,North Carolina DEQ - Division of Air Quality,-5,2024-10-24 17:00:00 GMT-5,47,35,35,35,1,PPB,LENOIRCOLL,Active,1729807200000,628393665,Permanent,-8634918.426889353,4195380.154125879
840350150010,National Park Service,-7,2024-10-24 15:00:00 GMT-7,43,43,43,43,1,PPB,Carlsbad Caverns - Biology Building,Active,1729807200000,628393666,Permanent,-11626574.97276911,3786711.7915665545
180670004,Indiana Dept. of Environmental Management,-5,2024-10-24 17:00:00 GMT-5,39,36,36,36,1,PPB,Kokomo - E. Vaile Ave.,Active,1729807200000,628393670,Permanent,-9585686.62052766,4936138.852817941
120310077,City of Jacksonville - Environmental Quality Division,-5,2024-10-24 17:00:00 GMT-5,43,39,39,39,1,PPB,Sheffield Elementary School,Active,1729807200000,628393674,Permanent,-9082212.16340173,3564857.2888810444
060070007,California Air Resources Board,-8,2024-10-24 14:00:00 GMT-8,,,ND,-999,1,,Paradise - Airport,Active,1729807200000,628393676,Permanent,-13538376.909528209,4823665.617451774
124000101706,British Columbia Ministry of Environment,-8,2024-10-24 14:00:00 GMT-8,26,20,20,20,1,PPB,Quesnel Johnston Avenue,Active,1729807200000,628393678,Permanent,-13635902.913536776,6977332.359489777
260630007,"Michigan Department of Environment, Great Lakes, and Energy",-5,2024-10-24 17:00:00 GMT-5,31,29,29,29,1,PPB,HARBOR BEACH,Active,1729807200000,628393681,Permanent,-9199787.809577588,5440159.513274614
TPCD0003T,Thailand Pollution Control Department,7,2024-10-25 05:00:00 GMT+7,,,ND,-999,1,,Highway NO.3902,Active,1729807200000,628393682,Permanent,11178064.51422236,1532547.416970894
220150008,Louisiana Department of Environmental Quality,-6,2024-10-24 16:00:00 GMT-6,58,49,49,49,1,PPB,Shreveport Airport,Active,1729807200000,628393693,Permanent,-10436113.206276763,3833929.256824028
000053201,Canada-Quebec1,-5,2024-10-24 17:00:00 GMT-5,26,21,21,21,1,PPB,Rés. Faun. Ashuapmushuan - Pémonka,Active,1729807200000,628393695,Permanent,-8097691.454876942,6244086.754832975
518000004,Virginia Dept. of Environmental Quality,-5,2024-10-24 17:00:00 GMT-5,46,32,32,32,1,PPB,TIDEWATER COMM. COLLEGE,Active,1729807200000,628393698,Permanent,-8509048.14281551,4425341.490131919
370770001,North Carolina DEQ - Division of Air Quality,-5,2024-10-24 17:00:00 GMT-5,49,37,37,37,1,PPB,BUTNER,Active,1729807200000,628393704,Permanent,-8768419.884696057,4320055.440208492
330150014,New Hampshire Dept. of Environmental Services,-5,2024-10-24 17:00:00 GMT-5,32,29,29,29,1,PPB,Portsmouth,Active,1729807200000,628393707,Permanent,-7875633.227073863,5323451.127237109
420030067,Allegheny County,-5,2024-10-24 17:00:00 GMT-5,34,31,31,31,1,PPB,South Fayette,Active,1729807200000,628393718,Permanent,-8926220.160953116,4921595.282695444
000053701,Canada-Quebec1,-5,2024-10-24 17:00:00 GMT-5,27,23,23,23,1,PPB,Saint-Hilaire-de-Dorset,Active,1729807200000,628393719,Permanent,-7888065.721764128,5750848.072641798
000104804,British Columbia Ministry of Environment,-8,2024-10-24 14:00:00 GMT-8,32,30,30,30,1,PPB,Duncan College Street,Active,1729807200000,628393722,Permanent,-13772147.6175551,6238647.0337238405
391550011,Ohio EPA-DAPC,-5,2024-10-24 17:00:00 GMT-5,37,31,31,31,1,PPB,TCSE,Active,1729807200000,628393726,Permanent,-8979337.257860545,5047885.818005304
261579991,EPA Office of Atmospheric Protection,-5,2024-10-24 17:00:00 GMT-5,35,30,30,30,1,PPB,Unionville,Active,1729807200000,628393728,Permanent,-9279592.752527285,5405285.81642773
481410037,Texas Commission on Environmental Quality,-7,2024-10-24 15:00:00 GMT-7,,,ND,-999,1,,El Paso UTEP C12,Active,1729807200000,628393730,Permanent,-11855649.445437906,3732902.733391698
120330018,Florida Dept. of Environmental Protection,-6,2024-10-24 16:00:00 GMT-6,57,47,47,47,1,PPB,Pensacola NAS,Active,1729807200000,628393732,Permanent,-9714941.017121619,3550953.9633254856
120972002,Florida Dept. of Environmental Protection,-5,2024-10-24 17:00:00 GMT-5,48,42,42,42,1,PPB,Osceola Co. Fire Station - Four Corners,Active,1729807200000,628393734,Permanent,-9087755.874043237,3292894.600257181
040139997,Arizona Department of Environmental Quality,-7,2024-10-24 15:00:00 GMT-7,59,51,51,51,1,PPB,Phoenix JLG Supersite,Active,1729807200000,628393735,Permanent,-12478358.431791492,3962340.942521006
483611001,Texas Commission on Environmental Quality,-6,2024-10-24 16:00:00 GMT-6,48,42,42,42,1,PPB,West Orange C9/C141,Active,1729807200000,628393737,Permanent,-10437504.69991168,3514403.296405148
220470012,Louisiana Department of Environmental Quality,-6,2024-10-24 16:00:00 GMT-6,64,50,50,50,1,PPB,Carville,Active,1729807200000,628393738,Permanent,-10144355.952856671,3528961.9726096485
190850007,Iowa DNR,-6,2024-10-24 16:00:00 GMT-6,45,36,36,36,1,PPB,"Pisgah, Forestry Office",Active,1729807200000,628393741,Permanent,-10678667.356085716,5135876.715541154
482010062,Texas Commission on Environmental Quality,-6,2024-10-24 16:00:00 GMT-6,47,42,42,42,1,PPB,Houston Monroe C406,Active,1729807200000,628393744,Permanent,-10605096.193300951,3455514.4277004553
061070006,National Park Service,-8,2024-10-24 14:00:00 GMT-8,46,42,42,42,1,PPB,Sequoia and Kings Canyon NP - Lower Kaweah,Active,1729807200000,628393748,Permanent,-13222217.310531324,4378950.525747026
80039NE01,Sistema Integral de Monitoreo Ambiental,-6,2024-10-24 16:00:00 GMT-6,,,ND,-999,1,,San Nicolas,Active,1729807200000,628393750,Permanent,-11160304.38002222,2967532.226587922
TPCD0005T,Thailand Pollution Control Department,7,2024-10-25 05:00:00 GMT+7,,,ND,-999,1,,Thai Meteorological Department,Active,1729807200000,628393761,Permanent,11199379.970319457,1535946.1701848244
560250100,Wyoming Department of Environmental Quality,-7,2024-10-24 15:00:00 GMT-7,41,36,36,36,1,PPB,Casper Gaseous,Active,1729807200000,628393762,Permanent,-11840498.751421452,5284964.607316461
210890007,Kentucky DEP,-5,2024-10-24 17:00:00 GMT-5,37,32,32,32,1,PPB,WORTH2002,Active,1729807200000,628393764,Permanent,-9209650.716461873,4657174.414643174
421255200,Pennsylvania Dept. of Environmental Protection,-5,2024-10-24 17:00:00 GMT-5,,,ND,-999,1,,Houston,Active,1729807200000,628393766,Permanent,-8932721.219215443,4905109.972125938
121035002,Florida Dept. of Environmental Protection,-5,2024-10-24 17:00:00 GMT-5,45,39,39,39,1,PPB,John A. Chesnut Sr. Park,Active,1729807200000,628393778,Permanent,-9206210.944196358,3260363.3312580073
840490353014,Utah Department of Environmental Quality,-7,2024-10-24 15:00:00 GMT-7,47,43,43,43,1,PPB,Lake Park,Active,1729807200000,628393780,Permanent,-12468747.440914873,4969640.84329812
490110004,Utah Department of Environmental Quality,-7,2024-10-24 15:00:00 GMT-7,9,10,10,10,1,PPB,BV,Active,1729807200000,628393786,Permanent,-12455036.664511828,4997308.161249813
060670006,Sacramento Metro. AQMD,-8,2024-10-24 14:00:00 GMT-8,45,37,37,37,1,PPB,Arden Arcade - Del Paso Manor,Active,1729807200000,628393789,Permanent,-13510624.737834463,4666502.31960435
260370002,"Michigan Department of Environment, Great Lakes, and Energy",-5,2024-10-24 17:00:00 GMT-5,35,24,24,24,1,PPB,ROSE LAKE,Active,1729807200000,628393792,Permanent,-9389829.438633613,5281995.202559037
800090154,Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico,-6,2024-10-24 16:00:00 GMT-6,,,ND,-999,1,,Hospital General de México,Active,1729807200000,628393798,Permanent,-11037572.415032819,2203455.5962082716
371570099,North Carolina DEQ - Division of Air Quality,-5,2024-10-24 17:00:00 GMT-5,52,41,41,41,1,PPB,BETHANY,Active,1729807200000,628393804,Permanent,-8889881.805614997,4343207.685988135
370630015,North Carolina DEQ - Division of Air Quality,-5,2024-10-24 17:00:00 GMT-5,48,31,31,31,1,PPB,Durham Armory,Active,1729807200000,628393809,Permanent,-8783557.220373617,4305156.877204752
840060010016,San Francisco Bay Area AQMD,-8,2024-10-24 14:00:00 GMT-8,46,40,40,40,1,PPB,Livermore-Portola,Active,1729807200000,628393810,Permanent,-13555546.939107653,4535690.128050375
170317002,Illinois EPA,-6,2024-10-24 16:00:00 GMT-6,44,32,32,32,1,PPB,EVANSTON,Active,1729807200000,628393812,Permanent,-9759780.508013148,5170301.260886158
050350005,Arkansas Department of Environmental Quality,-6,2024-10-24 16:00:00 GMT-6,,51,51,51,1,,MARION,Active,1729807200000,628393820,Permanent,-10040258.647987084,4190706.2394885058
180050007,Indiana Dept. of Environmental Management,-5,2024-10-24 17:00:00 GMT-5,37,33,33,33,1,PPB,Hope,Active,1729807200000,628393821,Permanent,-9547521.512345621,4763918.790086141
250170009,Massachusetts Dept. of Environmental Protection,-5,2024-10-24 17:00:00 GMT-5,30,31,31,31,1,PPB,Chelmsford,Active,1729807200000,628393827,Permanent,-7944003.765887747,5255323.294388711
040137022,Salt River Pima-Maricopa Indian Community,-7,2024-10-24 15:00:00 GMT-7,63,58,58,58,1,PPB,LEHI,Active,1729807200000,628393829,Permanent,-12446086.68877154,3958456.4656358664
400310651,Oklahoma Department of Environmental Quality,-6,2024-10-24 16:00:00 GMT-6,50,44,44,44,1,PPB,Lawton North,Active,1729807200000,628393831,Permanent,-10957044.118031947,4114118.346349855
220050004,Louisiana Department of Environmental Quality,-6,2024-10-24 16:00:00 GMT-6,67,49,49,49,1,PPB,Dutchtown,Active,1729807200000,628393834,Permanent,-10126244.271704605,3533071.287332809
040191032,Pima County Department of Environmental Quality,-7,2024-10-24 15:00:00 GMT-7,57,46,46,46,1,PPB,Rose Elementary,Active,1729807200000,628393849,Permanent,-12354203.692390263,3786054.2014328614
560450003,Bureau of Land Management - Wyoming,-7,2024-10-24 15:00:00 GMT-7,43,40,40,40,1,PPB,NewCastle,Active,1729807200000,628393857,Permanent,-11598589.475422662,5447107.021013224
061010004,California Air Resources Board,-8,2024-10-24 14:00:00 GMT-8,46,43,43,43,1,PPB,Sutter Buttes (seasonal),Active,1729807200000,628393858,Permanent,-13560991.57540235,4751159.197505569
518000005,Virginia Dept. of Environmental Quality,-5,2024-10-24 17:00:00 GMT-5,44,33,33,33,1,PPB,HOLLAND,Active,1729807200000,628393860,Permanent,-8541631.3577707,4392549.102779859
000054901,Canada-Quebec1,-5,2024-10-24 17:00:00 GMT-5,,,ND,-999,1,,La Patrie - Ditton,Active,1729807200000,628393861,Permanent,-7931669.566307853,5680482.633377729
000010601,Canadian Air and Precipitation Monitoring Network,-4,2024-10-24 18:00:00 GMT-4,29,29,29,29,1,PPB,Goose Bay,Active,1729807200000,628393887,Permanent,-6719734.270041483,7039559.259877571
240051007,Maryland Department of the Environment,-5,2024-10-24 17:00:00 GMT-5,39,29,29,29,1,PPB,Padonia,Active,1729807200000,628393888,Permanent,-8530590.57935433,4788067.122419716
060670010,California Air Resources Board,-8,2024-10-24 14:00:00 GMT-8,42,33,33,33,1,PPB,Downtown Sacramento - T Street,Active,1729807200000,628393889,Permanent,-13524551.140091173,4660041.4867175715
420850100,Pennsylvania Dept. of Environmental Protection,-5,2024-10-24 17:00:00 GMT-5,36,31,31,31,1,PPB,Farrell,Active,1729807200000,628393896,Permanent,-8959549.216496624,5044106.024650963
000050311,Canada-Quebec1,-5,2024-10-24 17:00:00 GMT-5,26,25,25,25,1,PPB,Québec - École Les Primevères,Active,1729807200000,628393901,Permanent,-7944840.888458513,5905290.455712723
171971011,Illinois EPA,-6,2024-10-24 16:00:00 GMT-6,41,32,32,32,1,PPB,BRAIDWD,Active,1729807200000,628393903,Permanent,-9817332.684753273,5045171.564705383
124000094500,Canadian Air and Precipitation Monitoring Network,-7,2024-10-24 15:00:00 GMT-7,36,32,32,32,1,PPB,Joussard,Active,1729807200000,628393905,Permanent,-12901446.6355868,7428206.612841436
060290014,California Air Resources Board,-8,2024-10-24 14:00:00 GMT-8,61,49,49,49,1,PPB,Bakersfield - California Ave,Active,1729807200000,628393908,Permanent,-13253989.451676594,4212449.924475166
371990004,North Carolina DEQ - Division of Air Quality,-5,2024-10-24 17:00:00 GMT-5,,,ND,-999,1,,Mt Mitchell,Active,1729807200000,628393909,Permanent,-9157691.676217167,4268390.387563065
291890014,Missouri Department of Natural Resources,-6,2024-10-24 16:00:00 GMT-6,41,31,31,31,1,PPB,Maryland Heights,Active,1729807200000,628393910,Permanent,-10071731.117063139,4680344.675729915
080450012,Colorado Department of Public Health and Environment,-7,2024-10-24 15:00:00 GMT-7,41,31,31,31,1,PPB,Rifle Ozone,Active,1729807200000,628393913,Permanent,-11998471.46156975,4799579.752998384
000060204,Ontario Ministry of the Environment,-5,2024-10-24 17:00:00 GMT-5,27,22,22,22,1,PPB,Windsor Downtown,Active,1729807200000,628393914,Permanent,-9244378.724046176,5208399.454787409
120952002,Florida Dept. of Environmental Protection,-5,2024-10-24 17:00:00 GMT-5,,48,48,48,1,,Winter Park,Active,1729807200000,628393915,Permanent,-9057265.465514958,3324794.8038871293
310550019,Douglas County Health Department (Omaha),-6,2024-10-24 16:00:00 GMT-6,38,30,30,30,1,PPB,NCORE,Active,1729807200000,628393916,Permanent,-10683676.621851925,5048901.879058866
560359991,EPA Office of Atmospheric Protection,-7,2024-10-24 15:00:00 GMT-7,38,34,34,34,1,PPB,Pinedale,Active,1729807200000,628393917,Permanent,-12221544.255211918,5301140.752545648
484393009,Texas Commission on Environmental Quality,-6,2024-10-24 16:00:00 GMT-6,46,37,37,37,1,PPB,Grapevine Fairway C70,Active,1729807200000,628393926,Permanent,-10805082.215108521,3893214.9279638254
130210012,Georgia Department of Natural Resources,-5,2024-10-24 18:00:00 GMT-5,45,36,36,36,1,PPB,Macon Forestry,Active,1729810800000,628404763,Permanent,-9300153.462476803,3869197.8502626256
391510016,Ohio EPA-DAPC,-5,2024-10-24 18:00:00 GMT-5,23,20,20,20,1,PPB,Malone Univ,Active,1729810800000,628404764,Permanent,-9058994.591165451,4987012.360055801
482510003,Texas Commission on Environmental Quality,-6,2024-10-24 17:00:00 GMT-6,52,43,43,43,1,PPB,Cleburne Airport C77,Active,1729810800000,628404765,Permanent,-10846609.171912517,3809815.223968249
350439004,Pueblo of Jemez - Department of Resource Protection ,-7,2024-10-24 16:00:00 GMT-7,,,ND,-999,1,,Jemez Pueblo Department of Resource Protection,Active,1729810800000,628404768,Permanent,-11880505.863217646,4247514.293872396
840460270001,South Dakota Department of Agriculture and Natural Resources,-6,2024-10-24 17:00:00 GMT-6,34,31,31,31,1,PPB,Vermillion,Active,1729810800000,628404771,Permanent,-10787289.130339107,5279979.158917927
181450001,Indiana Dept. of Environmental Management,-5,2024-10-24 18:00:00 GMT-5,35,29,29,29,1,PPB,Fairland,Active,1729810800000,628404781,Permanent,-9559079.147157744,4809915.869805847
540219991,EPA Office of Atmospheric Protection,-5,2024-10-24 18:00:00 GMT-5,,,ND,-999,1,,Cedar Creek,Active,1729810800000,628404786,Permanent,-8999924.795807343,4704425.650184073
124CC0090135,Alberta Environmental Monitoring and Reporting Agency (AEMERA),-7,2024-10-24 16:00:00 GMT-7,34,30,30,30,1,PPB,Ardrossan,Active,1729810800000,628404787,Permanent,-12595144.154860677,7086267.159203546
060590007,South Coast AQMD,-8,2024-10-24 15:00:00 GMT-8,59,47,47,47,1,PPB,Anaheim,Active,1729810800000,628404801,Permanent,-13128854.766797911,4006076.4864696143
171971011,Illinois EPA,-6,2024-10-24 17:00:00 GMT-6,38,31,31,31,1,PPB,BRAIDWD,Active,1729810800000,628404803,Permanent,-9817332.684753273,5045171.564705383
180110001,Indiana Dept. of Environmental Management,-5,2024-10-24 18:00:00 GMT-5,31,29,29,29,1,PPB,Whitestown,Active,1729810800000,628404804,Permanent,-9617491.266964242,4865618.663209546
181270024,Indiana Dept. of Environmental Management,-6,2024-10-24 17:00:00 GMT-6,33,31,31,31,1,PPB,Ogden Dunes,Active,1729810800000,628404805,Permanent,-9707007.610971255,5103900.650331236
280810005,Mississippi DEQ,-6,2024-10-24 17:00:00 GMT-6,61,49,49,49,1,PPB,TUPELOAP,Active,1729810800000,628404806,Permanent,-9881479.650766969,4064420.459318269
421010048,Philadelphia Air Management Services,-5,2024-10-24 18:00:00 GMT-5,33,29,29,29,1,PPB,NEW,Active,1729810800000,628404815,Permanent,-8357960.09789481,4864691.031340676
011130003,Alabama Department of Environmental Management,-6,2024-10-24 17:00:00 GMT-6,47,42,42,42,1,PPB,PC South Girard School,Active,1729810800000,628404818,Permanent,-9462118.089564947,3820815.050621764
391514005,Ohio EPA-DAPC,-5,2024-10-24 18:00:00 GMT-5,24,23,23,23,1,PPB,Alliance,Active,1729810800000,628404822,Permanent,-9030628.826438453,5002228.144375716
420270100,Pennsylvania Dept. of Environmental Protection,-5,2024-10-24 18:00:00 GMT-5,39,32,32,32,1,PPB,State College,Active,1729810800000,628404823,Permanent,-8669216.852558687,4984562.881274263
130510021,Georgia Department of Natural Resources,-5,2024-10-24 18:00:00 GMT-5,56,45,45,45,1,PPB,Savannah East President,Active,1729810800000,628404828,Permanent,-9022322.277354952,3772279.4063658593
260492001,"Michigan Department of Environment, Great Lakes, and Energy",-5,2024-10-24 18:00:00 GMT-5,27,28,28,28,1,PPB,OTISVILLE,Active,1729810800000,628404829,Permanent,-9290913.94474096,5337624.0087118205
350431001,New Mexico Air Quality Bureau,-7,2024-10-24 16:00:00 GMT-7,37,31,31,31,1,PPB,Bernalillo,Active,1729810800000,628404830,Permanent,-11860902.50088895,4204643.212472281
470930021,Knox County Dept. of Air Quality Management ,-5,2024-10-24 18:00:00 GMT-5,40,34,34,34,1,PPB,EASTKNOX,Active,1729810800000,628404831,Permanent,-9324610.354604084,4312323.552971389
370670030,Forsyth County Office of Environmental Assistance and Protection,-5,2024-10-24 18:00:00 GMT-5,33,35,35,35,1,PPB,Clemmons Middle,Active,1729810800000,628404837,Permanent,-8943658.804463847,4304196.6314311
000101603,British Columbia Ministry of Environment,-8,2024-10-24 15:00:00 GMT-8,21,17,17,17,1,PPB,SQUAMISH ELEMENTARY,Active,1729810800000,628404840,Permanent,-13709143.346114397,6395370.456663681
CC0050128,Canada-Quebec2,-5,2024-10-24 18:00:00 GMT-5,16,21,21,21,1,PPB,Aéroport de Montréal 1,Active,1729810800000,628404842,Permanent,-8208831.164692583,5695549.029788681
120550003,Florida Dept. of Environmental Protection,-5,2024-10-24 18:00:00 GMT-5,37,33,33,33,1,PPB,Archbold Biomedical Research Center,Active,1729810800000,628404844,Permanent,-9054760.77697211,3147092.195830685
271713201,Minnesota Pollution Control Agency,-6,2024-10-24 17:00:00 GMT-6,13,17,17,17,1,PPB,St. Michael,Active,1729810800000,628404845,Permanent,-10427140.855318824,5654768.905721113
100032004,Delaware Dept. of Natural Resources and Environment,-5,2024-10-24 18:00:00 GMT-5,32,26,26,26,1,PPB,MLK,Active,1729810800000,628404846,Permanent,-8411084.319249649,4828150.918963192
840440090008,Rhode Island Dept. of Environmental Management,-5,2024-10-24 18:00:00 GMT-5,32,38,38,38,1,PPB,East Matunuck,Active,1729810800000,628404849,Permanent,-7962110.103704253,5068176.029714963
040131003,Maricopa County Air Quality Department,-7,2024-10-24 16:00:00 GMT-7,52,41,41,41,1,PPB,Mesa - Brooks Reservoir,Active,1729810800000,628404852,Permanent,-12452765.969538627,3949918.5927315895
